name;price;metro;phone;mesto;mass;video;serv;mini
День и Ночь;5000;Крестьянская застава,Павелецкая,Таганская;79055449347;В квартиру,За город,В сауну,В гостиницу,В офис,В коттедж,;;;Секс классический,Секс анальный,Секс групповой,Секс лесбийский,Секс-игрушки,Минет в презервативе,Минет без резинки,Минет глубокий,Куннилингус,Окончание на грудь,Окончание на лицо,Окончание в рот,Стриптиз не профи,Лесби-шоу легкое,Массаж классический,Массаж расслабляющий,Массаж эротический,Массаж ветка сакуры,Страпон,Золотой дождь выдача,;files/480x672_128.jpg
МАРКИЗА;5000;Автозаводская,Волгоградский проспект,Дубровка;79104156778;В квартиру,За город,В сауну,В гостиницу,В офис,В коттедж,;;;Секс классический,Секс анальный,Секс групповой,Секс лесбийский,Секс-игрушки,Минет в презервативе,Минет без резинки,Минет глубокий,Куннилингус,Окончание на грудь,Окончание на лицо,Окончание в рот,Стриптиз не профи,Лесби-шоу легкое,Массаж классический,Массаж расслабляющий,Массаж эротический,Массаж ветка сакуры,Страпон,Золотой дождь выдача,;files/480x672_129.jpg
МОТЫЛЕК;5000;Беговая,Белорусская,Маяковская;79104156881;В квартиру,За город,В сауну,В гостиницу,В офис,В коттедж,;;;Секс классический,Секс анальный,Секс групповой,Секс лесбийский,Секс-игрушки,Минет в презервативе,Минет без резинки,Минет глубокий,Куннилингус,Окончание на грудь,Окончание на лицо,Окончание в рот,Стриптиз не профи,Лесби-шоу легкое,Массаж классический,Массаж расслабляющий,Массаж эротический,Массаж ветка сакуры,Страпон,Золотой дождь выдача,;files/480x672_130.jpg
Азбука Секса на Минской;5000;Митино,Филевский парк,Фили;9265494297;В квартиру,За город,В сауну,В гостиницу,В офис,В коттедж,;;;;
Интим Досуг;2500;Кутузовская;89057421398;;;;;files/480x672_131.jpg
Риада;5000;Кутузовская,Парк Победы;89036898738;В квартиру,За город,В сауну,В гостиницу,В офис,В коттедж,;;;;files/480x672_132.jpg
Sexy Girls;5000;Киевская,Парк Победы,Филевский парк;89151656442;В квартиру,За город,В сауну,В гостиницу,В офис,В коттедж,;;;;files/480x672_133.jpg
Сакура;3500;Кутузовская;89254072508;В квартиру,За город,В сауну,В гостиницу,В офис,В коттедж,;;;;files/480x672_134.jpg
Moulin Rouge;5000;Профсоюзная;89261242909;В квартиру,За город,В сауну,В гостиницу,В офис,В коттедж,;;;;files/480x672_135.jpg
Жизель;7000;Славянский бульвар;89261242874;В квартиру,За город,В сауну,В гостиницу,В офис,В коттедж,;;;;files/480x672_136.jpg
EVITA SALON;5000;Павелецкая;89685182008;В квартиру,За город,В сауну,В гостиницу,В офис,В коттедж,;;;;files/480x672_137.jpg
Like;5000;Белорусская;74952369797;В квартиру,В сауну,В гостиницу,В коттедж,;;;;
Relax;5000;Белорусская,Павелецкая,Филевский парк;79263918133;В квартиру,За город,В сауну,В гостиницу,В коттедж,;;;;
WildChery;10000;Тверская;9091689279;;;;;files/480x672_138.jpg
"Clab-Intim &quot; ДИКАЯ МЯТА&quot;";3500;Киевская,Смоленская,Студенческая;89856849605;В квартиру,В сауну,;;;;files/480x672_139.jpg
ZAБАВА BEST;5000;Кунцевская,Молодежная;79856849628;;;;;
Сладкие девушки;5000;Киевская,Кутузовская,Студенческая;79690795979;;;;;
VANILIA;5000;Киевская;89686105285;В квартиру,За город,В сауну,В гостиницу,В офис,В коттедж,;;;;files/480x672_140.jpg
Проказницы;5000;Воробьевы горы,Проспект Вернадского,Университет;79636732630;;;;;files/480x672_141.jpg
